#Jellyfish(all)100702.txt
#http://forum.enjoysudoku.com/a-pure-jellyfish-collection-t5776.html
#Puzzle,Label,Score,JF>=
..........98..7..6.54..6..8....1..3....9..5...87..2..9....6.2.....8...6..46..5..7,W4-champagne-1111,3,1
..........98..7..6.54..6..8....1..4....2..8...87..4..9....4.7.....3...9..16..9..4,W4-champagne-1112,3,1
..........98..7..6.54..6..8....1..5....6..4...85..4..9....9.3.....5...2..17..8..4,W4-champagne-1116,3,2
..........98..7..6.54..6..8....1..5....6..4...85..4..9....9.3.....5...2..71..8..4,W4-champagne-1117,3,2
..........98..7..6.54..6..8....1..5....6..9...21..8..4....2.7.....9...3..89..1..2,W4-champagne-1120,3,1
..........98..7..6.54..6..8....1..5....6..7...89..2..1....2.3.....9...4..21..8..7,W4-champagne-1121,3,1
..........98..7..6.54..6..8....1..5....6..2...75..9..4....6.4.....3...8..47..8..9,W4-champagne-1127,8,3
..........98..7..6.54..6..8....1..4....2..9...75..9..3....4.3.....6...8..47..3..5,W4-champagne-1128,3,2
..........98..7..6.54..6..8....1..5....6..7...41..8..9....2.9.....4...3..87..1..5,W4-champagne-1129,3,1
..........98..7..6.54..6..8....1..4....2..8...75..4..9....6.9.....8...3..37..9..5,W4-champagne-1130,3,2
..........98..7..6.54..6..8....1..4....2..9...87..5..3....4.7.....8...6..43..9..5,W4-champagne-1131,3,2
..........98..7..6.54..6..8....1..4....2..8...75..3..9....6.9.....8...7..43..9..5,W4-champagne-1133,3,2
..........98..7..6.54..6..8....1..5....6..9...12..8..4....2.7.....9...3..89..1..2,W4-champagne-1134,3,1
..........98..7..6.54..6..8....1..5....5..2...75..9..4....6.7.....9...3..89..4..5,W4-champagne-1139,8,3
..........98..7..6.54..6..8....1..4....2..5...85..4..3....8.9.....7...3..69..3..4,W4-champagne-1140,3,2
..........98..7..6.54..6..8....1..4....8..6...25..4..7....3.2.....4...9..87..5..1,W4-champagne-1142,3,1
..........98..7..6.54..3..2....2..1....8..4...67..4..8....3.7.....5...8..23..6..5,W4-champagne-1144,3,1
..........98..7..6.54..6..8....1..4....2..7...65..3..9....5.9.....3...8..79..8..3,W4-champagne-1145,3,2
..........98..7..6.54..6..8....1..5....7..2...65..9..4....7.8.....3...4..47..8..9,W4-champagne-1147,4,1
..........98..7..6.54..6..8....1..4....2..5...69..4..3....7.8.....5...3..35..8..9,W4-champagne-1148,3,2
..........98..7..6.54..6..8....1..4....2..3...79..8..2....6.5.....4...7..25..9..4,W4-champagne-1152,3,1
..........98..7..6.54..6..8....1..4....2..3...75..8..2....6.9.....4...7..29..5..4,W4-champagne-1153,3,1
..........98..7..6.54..6..8....1..4....2..3...87..9..2....4.6.....5...7..42..8..5,W4-champagne-1155,3,1
..........98..7..6.54..6..8....1..4....2..3...85..9..2....4.7.....5...6..42..8..9,W4-champagne-1156,3,1
..........98..7..6.54..6..8....1..4....5..2...37..4..9....6.9.....4...8..79..3..5,W4-champagne-1157,3,1
..........98..7..6.54..6..8....1..4....8..2...79..5..1....6.7.....4...3..81..9..4,W4-champagne-1159,3,1
..........98..7..6.54..6..8....1..5....7..2...69..5..4....7.8.....3...4..47..8..9,W4-champagne-1161,4,1
..........98..7..6.54..6..8....1..4....2..9...67..5..2....3.2.....5...8..82..9..7,W4-champagne-1163,3,1
..........98..7..6.54..6..8....1..5....6..2...72..9..4....3.8.....5...4..27..4..5,W4-champagne-1167,3,1
..........98..7..6.54..6..8....1..5....7..2...47..5..1....3.9.....4...8..16..8..5,W4-champagne-1171,3,1
..........98..7..6.54..6..8....1..5....6..2...27..9..4....3.8.....5...4..72..4..5,W4-champagne-1178,3,1
..........98..7..6.54..6..8....1..5....2..9...83..9..4....6.4.....3...6..46..8..3,W4-champagne-1179,3,1
..........98..7..6.54..6..8....1..3....9..6...89..5..7....8.2.....4...6..71..9..5,W4-champagne-1180,3,1
..........98..7..6.54..6..8....1..4....5..8...62..9..3....2.9.....7...3..47..3..2,W4-champagne-1181,3,1
..........98..7..6.54..6..8....1..5....2..9...69..3..4....5.4.....7...8..45..8..3,W4-champagne-1184,3,2
..........98..7..6.54..6..8....1..5....2..9...85..9..3....7.3.....8...4..46..3..9,W4-champagne-1186,3,2
..........98..7..6.54..6..8....1..5....8..2...79..4..1....6.7.....5...3..81..9..5,W4-champagne-1190,3,1
..........98..7..6.54..6..8....1..3....9..7...89..4..5....8.2.....4...5..76..9..4,W4-champagne-1196,3,1
..........98..7..6.54..6..8....1..3....9..7...85..3..4....2.6.....5...4..47..8..3,W4-champagne-1198,3,1
..........98..7..6.54..6..8....1..3....9..8...82..3..5....4.7.....7...2..76..5..3,W4-champagne-1199,3,1
..........98..7..6.54..6..8....1..4....9..2...87..5..1....6.3.....8...6..61..9..7,W4-champagne-1204,3,1
..........98..7..6.54..6..8....1..3....9..8...83..5..7....2.5.....3...4..76..4..3,W4-champagne-1205,3,1
..........98..7..6.54..6..8....1..3....9..8...83..4..7....2.5.....3...4..76..5..3,W4-champagne-1206,3,1
..........98..7..6.54..6..8....1..4....9..2...87..4..3....6.7.....5...6..63..8..9,W4-champagne-1208,3,2
..........98..7..6.54..6..8....1..3....9..6...89..4..7....8.2.....5...6..17..9..4,W4-champagne-1209,3,1
..........98..7..6.54..6..8....1..4....5..8...87..4..2....9.3.....4...7..62..5..9,W4-champagne-1210,3,1
..........98..7..6.54..6..8....1..4....9..2...87..4..5....6.7.....5...6..63..8..4,W4-champagne-1212,3,2
..........98..7..6.54..6..8....1..5....4..2...16..8..3....3.9.....7...3..83..5..7,W4-champagne-1213,3,1
..........98..7..6.54..6..8....1..3....9..8...79..8..1....5.7.....2...4..61..4..3,W4-champagne-1214,3,1
..........98..7..6.54..6..8....1..4....5..8...87..4..5....2.7.....3...9..61..5..4,W4-champagne-1215,3,1
..........98..7..6.54..6..8....1..5....8..4...79..5..2....5.6.....6...3..86..9..7,W4-champagne-1217,3,1
..........98..7..6.54..6..8....1..5....2..9...87..5..3....6.3.....8...6..69..4..7,W4-champagne-1219,3,2
..........98..7..6.54..6..8....1..3....9..7...89..5..4....8.2.....5...4..67..9..5,W4-champagne-1220,3,1
..........98..7..6.54..6..8....1..4....5..8...62..8..9....2.9.....7...3..75..9..2,W4-champagne-1223,3,1
..........98..7..6.54..6..8....1..5....2..9...76..4..2....3.2.....4...8..82..9..7,W4-champagne-1227,3,1
..........98..7..6.54..6..8....1..4....5..9...46..2..7....3.8.....2...7..29..8..5,W4-champagne-1229,3,2
..........98..7..6.54..6..8....1..3....9..7...61..8..4....5.9.....2...4..87..9..5,W4-champagne-1234,3,1
..........98..7..6.54..6..8....1..5....2..9...67..9..1....4.8.....3...1..81..5..7,W4-champagne-1236,3,1
..........98..7..6.54..6..8....1..5....8..4...25..9..7....9.6.....5...3..87..2..4,W4-champagne-1237,3,1
..........98..7..6.54..6..8....1..5....2..9...83..5..7....6.7.....4...6..36..8..4,W4-champagne-1238,3,1
..........98..7..6.54..3..2....2..1....4..8...47..6..9....5.2.....6...9..79..2..3,W4-champagne-1239,3,1
..........98..7..6.54..6..8....1..5....2..9...76..9..1....5.8.....3...4..85..4..7,W4-champagne-1240,3,2
..........98..7..6.54..6..8....1..5....2..9...76..9..1....4.8.....3...1..85..1..7,W4-champagne-1241,3,2
..........98..7..6.54..6..8....1..5....2..9...85..3..7....6.7.....4...6..36..8..4,W4-champagne-1242,3,1
..........98..7..6.54..6..8....1..5....2..9...67..4..3....5.7.....3...8..85..9..4,W4-champagne-1243,3,2
..........98..7..6.54..6..8....1..5....2..9...85..3..7....6.7.....4...6..63..8..4,W4-champagne-1244,3,1
..........98..7..6.54..6..8....1..4....9..2...87..5..1....6.3.....8...6..16..9..7,W4-champagne-1245,3,1
..........98..7..6.54..6..8....1..5....2..9...47..9..3....5.3.....6...8..75..3..4,W4-champagne-1248,3,2
..........98..7..6.54..6..8....1..3....9..7...65..8..1....5.9.....2...1..81..9..7,W4-champagne-1251,3,1
..........98..7..6.54..6..8....1..5....2..9...46..9..3....5.3.....7...8..35..8..4,W4-champagne-1252,3,2
..........98..7..6.54..6..8....1..4....5..8...87..4..5....2.7.....3...9..16..5..4,W4-champagne-1253,3,1
..........98..7..6.54..6..8....1..5....8..2...73..4..9....4.6.....6...7..86..9..3,W4-champagne-1255,3,1
..........98..7..6.54..6..8....1..4....2..3...87..5..2....4.6.....9...7..42..8..9,W4-champagne-1257,3,1
..........98..7..6.54..6..8....1..4....5..8...87..4..2....9.3.....4...7..26..5..9,W4-champagne-1258,3,1
..........98..7..6.54..6..8....1..3....9..8...87..4..9....2.5.....5...7..65..9..4,W4-champagne-1261,3,2
..........98..7..6.54..6..8....1..3....9..8...85..3..7....2.4.....3...5..76..4..3,W4-champagne-1262,3,1
..........98..7..6.54..6..8....1..4....8..9...47..9..5....2.5.....3...7..86..5..4,W4-champagne-1263,8,3
..........98..7..6.54..6..8....1..5....4..2...73..8..9....9.6.....3...7..85..4..3,W4-champagne-1265,3,2
..........98..7..6.54..6..8....1..5....4..2...37..8..9....9.6.....3...7..85..4..3,W4-champagne-1271,3,2
..........98..7..6.54..6..8....1..5....4..2...76..9..3....9.8.....3...4..85..4..7,W4-champagne-1274,3,2
..........98..7..6.54..6..8....1..4....5..2...85..3..9....9.6.....7...9..79..8..3,W4-champagne-1278,3,1
..........98..7..6.54..6..8....1..5....4..2...43..8..7....9.7.....6...4..89..5..3,W4-champagne-1282,3,2
..........98..7..6.54..6..8....1..4....2..3...36..9..5....4.5.....7...8..43..5..9,W4-champagne-1283,3,2
..........98..7..6.54..6..8....1..4....5..2...85..9..3....3.6.....7...3..37..8..9,W4-champagne-1284,3,1
..........98..7..6.54..6..8....1..5....4..7...25..9..4....6.8.....3...4..87..2..9,W4-champagne-1285,3,1
..........98..7..6.54..6..8....1..4....8..9...72..4..5....4.7.....6...3..85..2..4,W4-champagne-1286,3,1
..........98..7..6.54..6..8....1..4....8..9...27..4..5....4.7.....6...3..85..2..4,W4-champagne-1287,3,1
..........98..7..6.54..6..8....1..4....5..2...85..3..7....6.7.....3...6..63..8..9,W4-champagne-1289,3,2
..........98..7..6.54..6..8....1..4....5..2...85..3..7....6.7.....3...6..36..8..9,W4-champagne-1290,3,1
..........98..7..6.54..6..8....1..4....5..2...87..9..5....8.6.....3...5..49..5..7,W4-champagne-1291,4,1
..........98..7..6.54..6..8....1..5....4..6...79..5..1....2.4.....3...9..41..8..7,W4-champagne-1293,3,2
..........98..7..6.54..6..8....1..5....4..2...87..9..4....9.6.....6...3..69..5..7,W4-champagne-1295,3,3
..........98..7..6.54..6..8....1..3....9..8...61..4..9....4.5.....7...2..75..1..4,W4-champagne-1297,3,1
..........98..7..6.54..6..8....1..4....2..3...36..9..7....4.5.....8...7..43..5..9,W4-champagne-1299,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..7....5.2.....9...8..86..2..5,W4-champagne-1303,3,1
..........98..7..6.54..3..2....1..4....5..8...27..9..3....7.3.....6...8..82..4..7,W4-champagne-1305,3,1
..........98..7..6.54..3..2....1..4....5..8...29..4..7....6.9.....3...8..86..2..3,W4-champagne-1306,4,1
..........98..7..6.54..3..2....1..4....5..8...27..8..9....5.2.....9...8..82..6..5,W4-champagne-1309,3,1
..........98..7..6.54..3..2....1..4....5..8...27..8..5....5.6.....9...8..75..4..3,W4-champagne-1310,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....5.7.....3...8..87..9..5,W4-champagne-1313,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....6.7.....3...9..87..2..5,W4-champagne-1314,8,1
..........98..7..6.54..3..2....1..4....5..8...87..2..3....8.7.....9...2..43..6..5,W4-champagne-1319,3,1
..........98..7..6.54..3..2....1..4....5..8...29..6..5....7.9.....3...2..35..2..8,W4-champagne-1326,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....2.7.....8...2..65..9..4,W4-champagne-1327,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..7....2.3.....8...2..65..9..4,W4-champagne-1328,3,1
..........98..7..6.54..3..2....1..4....5..8...27..6..5....9.7.....6...3..75..2..8,W4-champagne-1332,3,1
..........98..7..6.54..3..2....1..4....5..8...29..6..3....3.7.....6...3..87..9..4,W4-champagne-1336,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....5.6.....3...8..82..6..5,W4-champagne-1340,3,1
..........98..7..6.54..3..2....1..4....5..8...27..9..5....7.2.....2...6..79..6..4,W4-champagne-1341,3,1
..........98..7..6.54..3..2....1..4....5..8...29..6..7....9.7.....3...2..62..8..5,W4-champagne-1343,8,1
..........98..7..6.54..3..2....1..4....5..8...29..8..5....5.6.....7...8..65..2..7,W4-champagne-1344,3,1
..........98..7..6.54..3..2....1..4....5..8...29..4..3....8.4.....6...3..36..9..8,W4-champagne-1346,3,1
..........98..7..6.54..3..2....1..4....5..8...29..6..3....5.2.....7...8..37..8..5,W4-champagne-1347,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....5.6.....3...8..76..9..5,W4-champagne-1350,3,1
..........98..7..6.54..3..2....1..4....5..8...29..6..3....5.9.....7...8..73..8..5,W4-champagne-1351,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..7....5.2.....9...8..63..2..5,W4-champagne-1358,3,1
..........98..7..6.54..3..2....1..4....5..8...27..6..9....2.7.....7...3..83..9..4,W4-champagne-1360,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....5.7.....2...8..73..9..5,W4-champagne-1363,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..3....5.2.....9...8..67..2..5,W4-champagne-1373,3,1
..........98..7..6.54..3..2....1..4....5..8...29..8..7....5.7.....9...8..67..2..5,W4-champagne-1374,3,1
..........98..7..6.54..3..2....1..4....5..8...27..6..9....2.3.....7...2..39..4..8,W4-champagne-1377,3,1
..........98..7..6.54..3..2....1..4....5..8...27..9..3....3.7.....2...9..36..4..5,W4-champagne-1378,3,1
..........98..7..6.54..3..2....1..4....5..8...26..4..7....9.7.....3...8..83..6..9,W4-champagne-1385,3,1
..........98..7..6.54..3..2....1..4....5..8...29..4..7....6.4.....8...2..83..5..9,W4-champagne-1390,3,1
..........98..7..6.54..3..2....1..4....5..8...27..8..5....9.5.....6...3..73..2..4,W4-champagne-1395,8,1
..........98..7..6.54..3..2....1..4....5..8...27..8..3....6.7.....2...8..32..4..5,W4-champagne-1396,7,1
..........98..7..6.54..3..2....1..4....5..8...27..8..3....6.7.....2...8..32..5..4,W4-champagne-1397,3,1
..........98..7..6.54..3..2....1..4....5..8...27..6..5....6.5.....7...6..32..5..9,W4-champagne-1398,3,1
..........98..7..6.54..3..2....1..4....5..8...27..9..3....5.9.....7...8..76..8..5,W4-champagne-1399,3,1
..........98..7..6.54..3..2....1..4....5..8...26..8..7....7.9.....2...5..69..5..3,W4-champagne-1405,3,1
..........98..7..6.54..3..2....1..4....5..8...27..8..9....6.9.....4...8..73..9..4,W4-champagne-1408,3,1
..........98..7..6.54..3..2....1..4....8..9...69..2..5....6.5.....3...8..82..5..7,W4-champagne-1412,3,1
..........98..7..6.54..3..2....1..4....8..9...65..9..3....5.2.....3...8..76..8..9,W4-champagne-1414,3,1
..........98..7..6.54..3..2....1..4....9..8...65..8..3....5.2.....3...9..76..9..8,W4-champagne-1415,3,1
..........98..7..6.54..3..2....1..6....3..4...72..6..8....9.7.....4...8..43..2..5,W4-champagne-1423,3,1
..........98..7..6.54..3..2....1..4....9..8...39..4..7....8.7.....5...2..82..6..3,W4-champagne-1425,3,1
..........98..7..6.54..3..2....1..4....8..9...46..2..3....7.3.....6...8..82..9..7,W4-champagne-1427,3,1
..........98..7..6.54..3..2....1..4....9..8...75..8..3....5.3.....6...2..69..2..7,W4-champagne-1429,3,1
..........98..7..6.54..3..2....1..4....8..9...79..5..3....6.2.....4...9..35..2..4,W4-champagne-1430,3,1
..........98..7..6.54..3..2....1..4....9..8...65..4..7....4.7.....3...9..89..5..3,W4-champagne-1431,3,1
..........98..7..6.54..3..2....1..4....9..8...65..4..3....6.3.....7...9..89..5..7,W4-champagne-1432,3,1
..........98..7..6.54..3..2....1..4....8..9...65..4..7....4.7.....3...8..89..5..3,W4-champagne-1433,3,1
..........98..7..6.54..3..2....1..4....8..9...65..4..3....6.3.....7...8..89..5..7,W4-champagne-1434,3,1
..........98..7..6.54..3..2....1..4....9..8...36..8..5....8.6.....7...3..27..5..4,W4-champagne-1440,3,1
..........98..7..6.54..3..2....1..4....8..9...63..9..5....9.6.....7...3..72..5..4,W4-champagne-1441,3,1
..........98..7..6.54..3..2....1..4....9..8...63..8..5....8.6.....7...3..72..5..4,W4-champagne-1442,3,1
..........98..7..6.54..3..2....1..4....8..9...67..9..5....2.5.....4...9..36..5..4,W4-champagne-1444,3,1
..........98..7..6.54..3..2....1..4....8..9...67..4..5....2.4.....9...5..73..5..9,W4-champagne-1445,3,1
..........98..7..6.54..3..2....1..4....9..8...75..8..3....4.6.....6...8..36..2..4,W4-champagne-1448,3,1
..........98..7..6.54..3..2....1..4....8..9...79..5..3....4.6.....6...9..63..2..4,W4-champagne-1451,3,1
..........98..7..6.54..3..2....1..4....8..9...79..6..3....2.5.....9...7..36..5..8,W4-champagne-1453,3,1
..........98..7..6.54..3..2....1..4....8..9...46..2..3....2.4.....6...5..35..8..7,W4-champagne-1454,3,1
..........98..7..6.54..3..2....1..4....9..8...75..8..3....4.6.....6...8..63..2..4,W4-champagne-1457,3,1
..........98..7..6.54..3..2....1..4....8..9...46..2..3....2.4.....6...5..39..8..7,W4-champagne-1460,3,1
..........98..7..6.54..3..2....1..4....8..9...75..9..3....5.3.....6...2..86..2..7,W4-champagne-1461,3,1
..........98..7..6.54..3..2....1..4....9..8...46..2..3....7.3.....6...9..29..8..7,W4-champagne-1465,3,1
..........98..7..6.54..3..2....1..5....4..6...37..5..4....5.7.....9...2..49..2..3,W4-champagne-1471,3,1
..........98..7..6.54..3..2....1..5....4..6...37..8..9....5.8.....8...6..76..2..5,W4-champagne-1480,3,1
..........98..7..6.54..3..2....1..5....4..6...36..8..7....6.9.....8...2..27..5..3,W4-champagne-1485,3,1
..........98..7..6.54..3..2....1..4....5..9...26..8..7....7.8.....2...5..69..5..3,W4-champagne-1491,3,1
..........98..7..6.54..3..2....1..5....4..6...73..5..4....5.3.....9...2..49..2..7,W4-champagne-1504,3,1
..........98..7..6.54..3..2....1..5....4..6...67..2..9....8.7.....3...9..46..9..5,W4-champagne-1507,3,1
..........98..7..6.54..3..2....1..5....4..6...67..2..8....9.7.....3...8..46..8..5,W4-champagne-1508,3,1
..........98..7..6.54..3..2....1..6....4..5...25..9..3....5.3.....7...4..47..2..9,W4-champagne-1510,3,1
..........98..7..6.54..3..2....1..5....4..7...26..5..3....6.4.....2...3..75..4..8,W4-champagne-1518,3,1
..........98..7..6.54..3..2....1..5....4..7...26..5..3....6.4.....2...3..75..4..9,W4-champagne-1519,3,1
..........98..7..6.54..3..2....1..5....4..6...76..5..8....4.8.....9...3..27..8..4,W4-champagne-1524,3,1
..........12..3..4.45..2..6....5..1....7..8...24..1..5....4.6.....3...9..36..5..1,W4-JPF-349,3,3
..........12..3..4.54..1..6....4..5....3..7...63..5..2....5.2.....8...9..41..2..5,W4-JPF-350,3,3
..........12..3..4.45..2..6....5..1....7..8...24..1..5....4.6.....3...9..63..5..1,W4-JPF-351,3,3
..........12..3..4.45..2..6....5..1....7..8...24..1..5....4.5.....3...9..63..5..1,W4-JPF-352,3,3
..........12..3..4.35..1..6....2..7....8..6...21..6..3....5.4.....9...1..43..2..5,W4-JPF-354,3,3
..........12..3..4.54..6..7....2..1....8..9...45..1..6....3.6.....4...5..23..7..1,W4-JPF-355,3,2
..........12..3..4.56..2..1....4..5....3..6...63..5..2....7.8.....9...1..24..1..6,W4-JPF-356,8,3
..........12..3..4.56..4..3....7..2....6..8...25..8..1....9.6.....4...1..38..6..2,W4-JPF-387,3,2
..........12..3..4.54..2..3....6..7....8..5...93..7..1....9.4.....5...1..75..1..2,W4-JPF-388,3,2
..........12..3..4.54..2..3....6..7....8..5...39..7..1....9.4.....5...1..75..1..2,W4-JPF-389,3,2
..........12..3..4.54..2..3....6..7....8..1...93..7..5....9.4.....1...5..71..5..2,W4-JPF-392,3,2
..........12..3..4.35..4..1....3..6....5..4...27..1..8....7.5.....9...8..71..5..2,W4-JPF-393,3,1
..........12..3..4.53..4..2....6..7....8..5...39..7..1....2.1.....5...3..75..1..9,W4-JPF-396,3,1
..........12..3..4.45..1..3....1..2....6..4...73..2..5....8.7.....9...5..59..7..2,W4-JPF-397,3,2
..........12..3..4.45..2..3....6..4....3..7...28..7..5....1.2.....9...8..51..8..7,W4-JPF-398,3,1
..........12..3..4.53..4..6....6..2....3..5...71..5..3....5.1.....8...9..46..7..5,W4-JPF-399,3,1
..........12..3..4.43..1..5....6..7....2..8...38..5..2....5.1.....9...2..89..4..3,W4-JPF-400,3,2
..........12..3..4.43..5..6....7..5....1..8...38..2..1....9.4.....6...1..85..4..3,W4-JPF-403,3,2
..........12..3..4.35..4..6....1..5....2..7...83..6..2....4.8.....6...9..91..2..3,W4-JPF-404,3,1
..........12..3..4.45..6..3....7..4....3..5...68..5..1....2.6.....9...8..21..8..5,W4-JPF-406,3,1
..........12..3..4.54..6..3....7..5....3..4...68..5..1....2.6.....9...8..21..8..5,W4-JPF-408,3,1
..........12..3..4.45..6..3....7..8....5..9...24..8..1....3.5.....4...1..86..5..2,W4-JPF-409,3,1
..........12..3..4.56..1..3....5..1....6..3...24..7..6....4.6.....8...9..71..6..2,W4-JPF-411,3,2
..........12..3..4.43..5..6....3..7....1..8...96..2..5....2.5.....9...3..61..4..9,W4-JPF-415,3,1
..........12..3..4.43..5..6....3..7....1..8...69..2..5....2.5.....6...3..91..4..2,W4-JPF-416,3,1
..........12..3..4.35..6..1....7..4....1..5...83..2..6....2.3.....9...8..68..5..2,W4-JPF-417,3,1
..........12..3..4.45..6..7....7..8....2..6...34..5..2....1.9.....4...2..73..2..5,W4-JPF-418,3,1
..........12..3..4.35..6..1....3..7....1..8...94..2..6....2.6.....9...3..41..5..9,W4-JPF-420,3,1
..........12..3..4.53..1..6....6..5....7..8...74..5..3....2.9.....5...1..46..7..5,W4-JPF-424,3,1
..........12..3..4.45..6..2....4..7....8..5...93..1..6....1.3.....2...9..69..5..1,W4-JPF-425,3,2
..........12..3..4.56..7..3....4..2....3..5...78..5..6....1.7.....9...8..61..8..5,W4-JPF-429,3,1
..........12..3..4.56..1..7....6..1....7..8...34..2..6....4.6.....5...9..73..6..2,W4-JPF-431,3,1
..........12..3..4.53..6..7....4..2....7..5...68..5..3....2.1.....9...8..76..4..2,W4-JPF-432,3,1
..........12..3..4.56..7..3....5..7....6..3...84..1..6....8.9.....4...2..21..6..8,W4-JPF-439,3,1
..........12..3..4.45..6..2....7..3....8..6...54..2..1....5.1.....3...9..28..4..3,W4-JPF-441,3,1
..........12..3..4.54..1..2....6..3....5..2...76..2..1....8.9.....7...4..31..6..5,W4-JPF-442,3,2
..........12..3..4.54..1..2....6..3....5..2...67..2..1....8.9.....7...4..31..6..5,W4-JPF-443,3,2
..........12..3..4.54..1..2....6..3....5..2...67..2..1....8.9.....7...4..31..5..7,W4-JPF-444,3,2
..........12..3..4.34..1..5....5..6....2..3...76..4..2....8.7.....9...2..53..7..1,W4-JPF-446,3,2
..........12..3..4.54..1..2....6..7....8..5...39..7..1....2.4.....5...3..75..4..9,W4-JPF-447,3,2
..........12..3..4.54..1..2....2..3....6..7...81..4..5....9.5.....8...1..23..5..8,W4-JPF-448,3,2
..........12..3..4.54..1..2....6..7....5..1...43..2..8....9.8.....4...3..27..8..5,W4-JPF-451,3,2
..........12..3..4.53..1..6....7..2....8..3...28..6..1....9.5.....6...4..31..5..2,W4-JPF-453,3,2
..........12..3..4.54..6..2....7..1....8..6...41..2..5....9.5.....4...3..26..8..1,W4-JPF-455,3,1
..........12..3..4.34..2..5....5..6....1..3...76..4..1....8.7.....9...1..53..7..2,W4-JPF-459,3,2
..........12..3..4.53..1..2....4..6....1..5...75..6..3....1.7.....8...9..26..4..5,W4-JPF-460,3,1
..........12..3..4.45..1..2....5..3....6..2...74..2..1....8.9.....4...7..31..9..6,W4-JPF-463,3,1
..........12..3..4.54..2..1....2..3....6..7...41..5..8....5.9.....4...2..38..1..6,W4-JPF-465,3,1
..........12..3..4.53..1..2....4..6....3..5...71..2..8....5.1.....9...7..84..7..5,W4-JPF-467,3,1
..........12..3..4.35..2..6....7..8....5..9...63..4..7....2.3.....6...1..41..5..2,W4-JPF-474,3,1
..........12..3..4.45..6..1....1..3....7..8...64..5..9....5.6.....2...9..91..4..3,W4-JPF-476,3,1
..........12..3..4.56..1..2....6..3....5..2...64..2..1....7.8.....4...9..31..8..5,W4-JPF-477,3,2
..........12..3..4.35..1..6....5..7....6..3...41..8..5....4.2.....9...8..63..5..1,W4-JPF-479,3,1
..........12..3..4.54..6..2....7..8....1..3...46..2..5....9.5.....4...6..23..5..9,W4-JPF-480,3,1
..........12..3..4.56..1..2....6..7....5..1...43..2..5....8.5.....4...3..21..5..9,W4-JPF-481,3,1
..........12..3..4.54..6..2....7..8....1..6...43..2..5....9.5.....4...3..26..5..9,W4-JPF-483,3,1
..........12..3..4.54..6..2....7..8....1..6...43..2..5....9.5.....4...3..28..5..1,W4-JPF-484,3,2
..........12..3..4.53..6..7....1..8....4..5...27..5..3....5.6.....7...9..34..2..5,W4-JPF-485,3,1
..........12..3..4.53..6..7....8..1....4..5...27..5..3....5.6.....7...9..34..2..5,W4-JPF-486,3,1
..........12..3..4.34..5..6....7..8....2..3...65..1..2....6.5.....1...9..73..4..1,W4-JPF-487,3,2
..........12..3..4.35..1..6....6..7....5..3...41..8..2....4.5.....8...9..63..5..1,W4-JPF-488,3,1
..........12..3..4.54..6..2....7..8....5..6...43..2..1....9.1.....4...3..26..1..7,W4-JPF-489,3,1
..........12..3..4.54..6..2....7..8....5..6...43..2..1....9.1.....4...3..26..1..9,W4-JPF-490,3,1
..........12..3..4.54..6..2....5..7....1..6...43..2..1....8.1.....4...3..26..1..9,W4-JPF-491,3,1
..........12..3..4.34..5..6....7..1....4..8...63..2..7....2.5.....6...9..27..1..3,W4-JPF-493,3,2
..........12..3..4.56..2..1....4..3....7..8...21..6..7....9.7.....1...5..43..7..2,W4-JPF-494,3,1
..........12..3..4.56..2..1....2..1....4..5...73..5..6....8.7.....9...3..68..7..5,W4-JPF-499,3,1
..........12..3..4.45..6..7....8..3....4..9...76..2..5....7.1.....2...5..54..1..6,W4-JPF-502,3,1
..........12..3..4.53..6..7....5..6....3..4...87..1..5....8.9.....7...2..21..5..8,W4-JPF-503,3,1
..........12..3..4.35..1..6....7..8....5..9...63..4..7....1.3.....6...2..47..5..1,W4-JPF-507,3,2
..........12..3..4.53..2..6....5..2....1..7...36..8..1....6.9.....8...1..84..1..3,W4-JPF-508,3,1
..........12..3..4.53..2..6....6..7....8..9...34..7..1....5.1.....4...2..75..1..3,W4-JPF-510,3,2
..........12..3..4.35..1..6....7..2....6..8...47..2..1....2.9.....5...3..61..7..2,W4-JPF-514,3,1
..........12..3..4.56..7..2....8..3....9..5...67..4..1....2.1.....5...7..45..1..6,W4-JPF-525,3,1
..........12..3..4.54..6..7....7..8....3..1...65..4..3....9.2.....1...6..47..2..1,W4-JPF-526,3,2
..........12..3..4.45..2..6....7..4....5..3...61..4..2....6.1.....8...9..27..5..3,W4-JPF-528,3,1
..........12..3..4.54..6..7....8..9....4..2...65..2..3....5.6.....2...7..43..7..2,W4-JPF-531,3,1
..........12..3..4.45..6..7....5..7....1..6...34..7..8....4.1.....9...8..56..1..3,W4-JPF-535,3,1
